Marca temporal,¿Qué edad tienes? (escribe tu respuesta en números),¿Cuál es tu sexo biológico?,Estado civil,"¿A qué estado de la República Mexicana perteneces? (sin abreviaturas) Ejemplo: Estado de México, Oaxaca, Ciudad de México, Puebla",1. El amor para mi es:,2. La primera palabra en la que pienso cuando escucho a alguien hablar sobre el amor es: ,3.. Pienso que el amor,4. Selecciona una de las opciones con la que estés de acuerdo,5. ¿Cuál crees que debería ser una de las principales características del amor?,6. Creo que el amor,7. Los componentes del amor son,8. Selecciona los tipos de amor conozcas,9. Creo que los seres humanos amamos porque,10. Un amor equilibrado debería ser o tener,"11. En cuanto al amor de pareja, prefiero que mi tipo de pareja sea:",12. Cuando amo yo suelo ser ,"13. El amor filial es igual, es decir, padre y madre aman de la misma forma ",14. El amor lo puede todo,15. Todo se perdona por amor,16. Existen las medias naranjas o almas gemelas,17. El amor no es igual a una relación de pareja
2/11/2021 12:36:30,24,Mujer,Soltero (a),Estado de México,"Preocuparte por su bienestar, ser feliz con su felicidad y sentir sus tristezas, dar apoyo y ayuda incondicional, no imaginar una vida sin ciertas personas, demostrar el cariño, bailar y reír mucho, confiar en las personas, respetar, escuchar, hablar, pensar y sentir libremente",Abrazo,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Confianza,Es una decisión basada en compromiso y tolerancia,"Comunicación, confianza, respeto, bileteralidad, pasión, conexión, intimidad (física y mental)","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor maternal, Amor propio, Amor platónico, Poliamor","Por biología y porque así lo ha inculcado la sociedad y cada grupo como la familia, escuela, etc.","Amor propio y amor a los demás, saber hasta qué punto está bien ceder y aguantar y en qué punto ya no debes permitir algo y seguir con una relación (amorosa o de otra índole como familiar), darte el tiempo a uno mismo y a los demás.","Divertido, comprensivo, comunicativo, respetuoso, pasional, cariñoso (a su manera pero que se note el amor), estable, con responsabilidad afectiva.","Comprensiva, cariñosa, me preocupo por su bienestar, no invasiva, trato de que se hable de todo lo que sentimos bueno y malo, molestona, risueña",5,3,2,3,4
2/11/2021 13:06:18,21,Mujer,Soltero (a),Ciudad de México ,Respeto hacia mi y las demás personas ,Respeto ,Es útil porque nos ayuda a mantener la especie,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Amor maternal, Amor propio",Somos seres con espíritu ,Respeto ,Leal ,Comprometida ,4,4,5,5,3
2/11/2021 13:07:32,20,Mujer,En una relación,Ciudad de México ,"Un concepto subjetivo, cambiante. Desde mi punto de vista, es un sentimiento que se construye con el tiempo, y hay distintos tipos, el amor de pareja y el amor de familia. ",Cariño ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Confianza ,Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,"Pasión, compromiso e intimidad","Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es importante la formación de vínculos que permitan tener un acercamiento entre ciertos grupos ,Comunicación y confianza ,"Asertiva, honesta, con amor propio ",Procuro ser empatica y honesta. ,2,1,1,1,3
2/11/2021 13:13:35,25,Mujer,En una relación,Ciudad de México ,El cuidado y la sinceridad que te brinda una persona ,Afecto ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Sinceridad y acuerdos ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Nos permite crear vínculos de supervivencia ,"Acuerdos, respeto, límites y compromiso ",Realista ,Sincera ,3,1,1,1,5
2/11/2021 13:14:07,21,Mujer,Soltero (a),Veracruz,Querer lo mejor para alguien más,Lealtad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Honestidad,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Amor maternal, Amor propio, Amor platónico",Eso nos hace sentir vivos,Compromiso,Honesta,Leal,3,4,1,1,5
2/11/2021 13:21:14,24,Hombre,Soltero (a),Estado de México,La forma en la que puedes lograr un equilibrio con todas las emociones positivas ya sea con uno mismo o de forma complementaria con alguien más,Nose ,Es útil porque nos ayuda a mantener la especie,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad y pasión,"Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor platónico",Hay actitudes positivas que salen en circunstancias inimaginables,Nose,No importa ,Lo más sincero ,4,3,3,3,5
2/11/2021 13:22:51,21,Mujer,En una relación,"Estado de Veracruz, ciudad de Xalapa",El sentimiento más grande que tienes hacia una persona,Felicidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,El respeto ente nosotros,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Amor maternal, Amor propio, Amor platónico",Es un sentimiento que se nos da,Respeto e igualdad,Tranquilo ,Muy cariñosa ,5,3,1,3,4
2/11/2021 13:23:47,25,Mujer,Soltero (a),Ciudad de México,"Una práctica de carácter social y emocional, el cual involucra una relación con otra persona, animal, cosa o con una misma, con el cual se puede compartir respeto, paciencia, amistad, honradez, para construir un vínculo de apoyo y cariño.",Respeto ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Cariño y respeto,Es una decisión basada en compromiso y tolerancia,"Componentes químicos, serotonina, oxitocina y todo eso, además de un compromiso, un vínculo y una decisión","Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio","Somos mamíferos y la construcción de una sociedad, por lo tanto es producto de la misma.",Amor propio y amor hacia los otrxs.,"Inteligente y comprometido, con consciencia social, y que podamos construir(nos).
",La más pinche cariñosa,3,1,1,1,5
2/11/2021 13:36:52,28,Hombre,En una relación,Ciudad de México ,"Una relación afectiva entre individuos que involucra cercanía, respeto, honestidad e intimidad. ",Tédio,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Apacible,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fatuo, Ágape, Amor fraternal, Eros o amor erótico, Storge o amistoso, Ludus o lúdico, Manic o maníaco, Amor propio, Pragma o pragmático, Amor platónico",Es natural en nuestra especie ,Confianza,Con iniciativa ,Proveedor,5,1,1,1,5
2/11/2021 13:40:04,26,Hombre,Soltero (a),Ciudad de México,Aquel sentimiento o sensación que nos permite contactar en forma más profunda con otros seres humanos. ,Mentira,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Nos ayuda a sobrellevar la realidad. ,"Uno en donde no sientes presionado, forzado u obligado, hay respeto, comunicación, reciprocidad",Cualquiera xd,Sumiso,4,1,1,1,5
2/11/2021 13:43:13,24,Hombre,Soltero (a),Ciudad de México,Una decisión.,Incondicional.,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto.,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Somos seres sociales y afectivos.,Comunicación.,No entiendoba qué aspectobse refiere.,Frágil.,2,2,3,2,4
2/11/2021 13:45:20,56,Mujer,Viudo (a),Ciudad de México ,"Algo positivo que me hace sentir  feliz a mi misma ante la vida, amor a mis hijos a mi misma, a la vida, respeto a los demás, amor a mi salud, amor a Dios, al recuerdo  de mis padres, amor a mi trabajo,  etc.",Mi pareja ,Nos da un sentido a nuestras vidas,El amor propio significa admirar mis cualidades y mis logros,"La sinceridad,  confianza,  respeto, amabilidad, comunicación ",Es una decisión basada en compromiso y tolerancia,Intimidad y pasión,"Amor romántico, Amor consumado, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico","Tenemos  sentimientos y necesitamos  cariño, amor",Todo,Sincera y fiel ,Fiel y sincera ,1,4,3,5,5
2/11/2021 14:08:38,15,Hombre,Soltero (a),Veracruz,"una perfecta estancia en el presente, un misterio xD",Salud,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que no duela,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor maternal, Amor propio, Amor platónico, Ninguno","existimos, nos acercamos a dónde nos sentimos acogidos, parece magia.","debería brindar salud, más que dañarnos.","atenta, segura, sensible y responsable.","puedo no demostrarlo tanto, pero amo.",2,3,1,1,4
2/11/2021 14:21:50,25,Hombre,Soltero (a),Nuevo León,La manifestación más pura del ser humano.,Está feliz con todo lo que lo rodea. ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Empatía. ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Buscamos con quién compartir nuestras vidas.,Sinceridad y buena comunicación.,Sincera con lo que siente. ,Entregado.,3,3,1,5,5
2/11/2021 14:41:39,21,Hombre,Soltero (a),Ciudad de México,Una idea platónica. Es un constructo social para justificar la reproducción de la especie.,Desición,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"La honestidad, hacia uno mismo y después hacia los demás.",Es una decisión basada en compromiso y tolerancia,Intimidad (unión) y compromiso,"Amor romántico, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Ludus o lúdico, Amor maternal, Amor propio, Amor platónico","Es una forma de mostrar empatía, de propiciar actitudes pro-sociales que nos permite reforzar nuestro rol en una comunidad.","Tiempo y distancia, cada quien tiene su lugar privado y otro para estar juntos. Así podemos evitar ser empalagosos y cansar a nuestra pareja.","Honesta, decidida y tolerante hacia los demás.",Muy directo y honesto.,3,1,2,2,5
2/11/2021 14:43:59,56,Mujer,En una relación,Ciudad de Mexico,un sentimiento profundo y reconfortante,suspiro,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,bienestar,Es una decisión basada en compromiso y tolerancia,"Tolerancia, paciencia,cariño,paz","Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",hay empatia y buenos sentimientos,paz,"Tolerante, paciente, romantico",entregada,5,5,5,5,5
2/11/2021 15:05:08,53,Mujer,En una relación,Ciudad de México,Mi familia,Gratitud,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Fidelidad,Es una decisión basada en compromiso y tolerancia,Tolerancia ,"Ágape, Amor fraternal, Storge o amistoso, Amor propio",Es necesario,Atención y comunicación,Respetuoso,Atenta,1,5,3,1,3
2/11/2021 15:10:13,30,Mujer,En una relación,Veracruz,Es compartir y acompañar a una(s) persona(s) con la(s) que guardas una relación de aceptación recíproca y dónde no hay acciones que causen daño físico o emocional. ,Enamoramiento,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio significa admirar mis cualidades y mis logros,Autonomía y responsabilidad afectiva. ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es una de las opciones que podemos tomar a partir de relacionarnos con otras personas.,"El respeto por la autonomía de la persona, tratarla sin daños o acciones que la lastimen y brindarle compañía ","Exclusiva, en proceso de deconstruccion y que tenga como prioridad su autocuidado","Entregada, brindo apoyo, apasionada, y comprometida.",1,1,1,1,5
2/11/2021 15:22:47,29,Hombre,En una relación,Ciudad de México ,"Comunicación, comprehensión, entendimiento y es un acuerdo mutuo de respeto y de dualidades ",Qué bien por el. ,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Mutuo,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Eros o amor erótico, Amor maternal, Amor propio, Pragma o pragmático, Amor platónico","En la búsqueda de nuestra propia existencia, nos encontramos con personas que son interesantes y nos ayudan a ser mejores personas ","Confianza, respeto y comunicación ",Inteligente e independiente ,Entregado pero siempre enfocado en mis metas ,3,2,2,3,2
2/11/2021 16:49:53,24,Mujer,En una relación,Ciudad de México,Sentimientos mutuos que compartes con otra persona ,Enamorado,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio significa admirar mis cualidades y mis logros,Felicidad,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Atracción, pasión y deseo","Amor romántico, Amor consumado, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Necesitamos algo que sentir ,No se ,Buena persona,Romantica,5,3,1,4,4
2/11/2021 17:07:23,28,Hombre,Soltero (a),Ciudad de México ,"Es un sentimiento, hacía algo o alguien ",Felicidad ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Amarme a mi mismo para poder amar a las y los demás ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Cariño,gusto, atracción ","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",A nosotros mismos por el deseo de sentirnos queridos y a las y los demás porque tenemos la necesidad de identificarnos con algo o alguien ,No tener apego a  lo que amas ,Tenga la misma forma de pensar sobre el amor  que yo para no tener conflictos ,"Dar libertad, confianza, espacio ",1,1,1,5,5
2/11/2021 17:19:52,54,Hombre,En una relación,CDMX,Él regaló más grande que podemos dar y recibir ,Vivir ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Dar sentido a la existencia ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio",Es inherente a la persona ,Respeto y tolerancia ,Solidario y respetuoso ,Comprometido ,4,5,5,2,4
2/11/2021 17:47:32,Veintiuno ,Mujer,En una relación,Veracruz ,"Cuidarse, respetarse, quererse en las buenas y en las malas ",Cariño ,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Comunicación y respeto ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio",Es una necesidad para nosotros ,Comunicación ,"Con quien puedo contar en las buenas y en las malas, que me apoya siempre ","Respetuosa, poco cariñosa ",3,2,1,3,2
2/11/2021 17:48:00,53,Mujer,Soltero (a),Ciudad de México ,Un sentimiento ,Mis hijos ,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto,Es una decisión basada en compromiso y tolerancia,Respeto,"Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es una característica ,Respeto,Positivo ,Cariñosa,3,3,3,1,5
2/11/2021 17:54:25,23,Hombre,En una relación,Veracruz,"La forma en que expresamos un sentimiento hacia otra persona a quién admiramos, queremos al lado nuestro",Noviazgo,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Honestidad,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Esta en nuestra naturaleza,Reciprocidad ,Cariñosa,"Entregado, detallista, atento, protector",3,4,1,4,5
2/11/2021 18:04:26,21,Hombre,Soltero (a),Ciudad de México,"Sentimiento de atracción emocional hacia una persona, con la que sé desea vivir, además de comprender, compartir, quererse, respetarse y convivir en armonía.",Importar ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Quererse a uno mismo,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es parte de nuestra naturaleza ,Tener,"Una persona con la cual me pueda entender y exista la confianza, para lograr un vínculo y de esta manera encontrar en momentos difíciles soluciones es donde el apoyo el uno al otro sea fundamental! ","
Comprensible, confianzudo, querer, comparto, respeto y entendible ",4,3,3,3,4
2/11/2021 18:25:40,49,Mujer,En una relación,Cdmx,Dios,Accion,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Compromiso,Es una decisión basada en compromiso y tolerancia,Accion,"Amor romántico, Amor consumado, Ágape, Amor fraternal, Ludus o lúdico, Amor maternal, Amor propio, Pragma o pragmático",Es una necesidad,Acción y respeto,Acción y compromiso,Desiciva,5,5,5,2,5
2/11/2021 18:26:25,54,Mujer,En una relación,Morelos,Una emoción,Mi familia,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,El respeto,Es una decisión basada en compromiso y tolerancia,"Atracción, pasión y deseo","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Es una necesidad,Respeto,Tolerante,Cariñosa,1,5,3,4,4
2/11/2021 18:29:43,22,Mujer,Soltero (a),Veracruz,"Un sentimiento que permite aceptar, crecer, nos motiva a ser mejores.",Anhelo,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Desinteresado y sincero,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Intimidad, compromiso, pasión, espiritualidad e incondicional","Amor romántico, Amor fraternal, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Está en nuestra naturaleza,Coordinación con todos los demás aspectos de nuestra vida ,"Sincero, amable, divertido, respetuoso, cariñoso, detallista, buena comunicación, con metas en la vida y que sepa lo que quiere","Muy cariñosa y trato dar lo mejor de mi, sin descuidar los otros aspectos de mi vida",4,3,2,3,5
2/11/2021 19:27:41,19,Mujer,Soltero (a),Estado de México ,Sentimiento profundo de estimación y cuidado hacia una o varias personas. ,Cariño.,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Respeto, comprensión, crecimiento.",Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Tenemos la capicidad del raciocinio y del pensamiento. ,"Respeto, confianza, independencia. ",Complementario a mí pero no tan diferente. ,Efusiva y demostrativa. ,1,2,1,2,4
2/11/2021 20:14:31,25,Mujer,En una relación,Estado de México,"Responsabilidad, paz, crecimiento",Empatia,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Apoyo mutuo ,Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,Intimidad (unión) y compromiso,"Amor romántico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Es necesario para la supervivencia humana ,"Tranquilidad, responsabilidad",Honesto ,Complaciente ,1,2,1,1,2
2/11/2021 21:21:20,31,Mujer,Soltero (a),Ciudad de México ,"Una forma de dar y demostrar cariño, respeto, tiempo ... A las personas que quieres. ",Felicidad ,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,Ser incondicional ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es parte de nuestra naturaleza y nos hace sentir bien ,Tolerancia y empatía para poder equilibrarlo ,Empatico ,"Yo mismo, fluyendo ",4,3,2,3,2
2/11/2021 21:32:37,23,Hombre,Soltero (a),Veracruz ,Un concepto complejo que engloba una serie de aspectos químicos del cerebro derivados de la estimulación social y percepción del individuo ,Felicidad ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Intensidad ,Es la consecuencia de procesos químicos y físicos de mi cuerpo con el fin de la reproducción sexual,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fatuo, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Ludus o lúdico, Amor maternal, Manic o maníaco, Amor propio, Pragma o pragmático, Amor platónico",Es su naturaleza ,Todo lo que lo haga estable ,No tengo un tipo,Igual,5,3,1,3,5
2/11/2021 21:45:14,31,Mujer,En una relación,Estado de México,"Un sentimiento sublime con el cual se demuestra una gratitud, respeto y pasión por algo o alguien",Felicidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que sea mutuo,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio",Estamos programados para estar en compañía,Ser recíproco,"Honesto, leal, respetuoso, cariñoso, trabajador",Muy entregada sin dejarme a un lado,3,1,1,3,2
2/11/2021 23:52:28,18,Mujer,Soltero (a),Jalisco,"Una experiencia, es un sentimiento que todos vemos de manera distinta, para mi es la fuente de motivación a la gran mayoría de mis actos, sin embargo, creo que es algo cambiante y al que debemos tenele cierto respeto, es un acto de fe y compromiso. ",Válido ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Compromiso, paciencia, fe y respeto",Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico","Es una necesidad, y no hablo solo biologicamente, creo que es una gran motivación siempre ",Respeto ,Comprometida pero no dependiente,Protectora,3,2,1,1,5
3/11/2021 10:23:45,25,Hombre,En una relación,Ciudad de México,"Una forma de relacionarse con alguien, que implica involucrarse de forma desinteresada, aceptando virtudes y defectos, procurando al otro.",Oxitocina,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Incondicional,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio",Está en nuestro instinto,"Comprensión, confianza, libertad, sinceridad",De mente abierta,Apegado con momentos de querer estar solo un rato ,1,2,1,1,4
3/11/2021 13:54:34,23,Mujer,Soltero (a),Ciudad de México ,Un sentimiento que produce satisfacción en uno mismo y que se proyecta hacia los demás. ,Paz,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Aceptación ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Podemos interactuar con las demás personas y compartir nuestras experiencias,Compromiso y escuchar al otro siempre ,"Alguien que se respete y me respete, que hable lo que le gusta y no le gusta, que siempre se tenga una igualdad en la relación ",Comprometida y escucha a los demás ,4,3,1,3,2
3/11/2021 15:37:09,30,Mujer,Divorciado (a),Hidalgo,Una constante decisión de cuidar y ser cuidado,Compañerismo,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La empatía,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fatuo, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Es un recurso para crear vinculación,Un espacio de seguridad sicológica,Alguien que me inspire respeto y sea capaz de respetarme,Comprometida,3,4,4,3,2
3/11/2021 16:05:58,20,Mujer,En una relación,Estado de México,"Es un sentimiento que se genera en el cerebro y ocasiona muchos cambios emocionales y cognitivos, que generan repsiestas vegetativas.",Bonito,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,La confianza.,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Manic o maníaco, Amor propio",Porque tenemos la capacidad de sentir.,Ser igualitario,Romántico y de acompañamiento,Entregada ,1,1,1,1,4
